country,year,iso_code,gdp,population,renewables_share_energy,fossil_share_energy,low_carbon_share_energy,coal_share_energy,oil_share_energy,carbon_intensity_elec,greenhouse_gas_emissions,electricity_demand_per_capita,renewables_elec_per_capita,solar_share_elec,wind_share_elec,nuclear_share_elec,energy_per_gdp,renewable_share_lag_1,renewable_share_lag_2,renewable_share_lag_3,renewable_share_lag_4,renewable_share_lag_5,renewable_ma_3,renewable_ma_5,renewable_trend_3,renewable_trend_5,fossil_cons_change_pct,paris_agreement,years_since_paris,policy_strength,renewable_tech_index,tech_growth_rate,energy_intensity,energy_per_capita,gdp_renewable_interaction,population_renewable_interaction,policy_economic_interaction,region,region_renewable_avg,renewable_growth,economic_group,energy_group,combined_group
Algeria,-0.5247473698631331,DZA,-0.5599049794221145,-0.09757906871245883,-1.0369416062238306,1.220785759269513,-1.220785793150228,-0.95205048884587,-0.3432274911251073,0.788402244490308,-0.6132285310444253,-1.3781222203857577,-1.0050571482288804,-0.3595007380705098,-0.5036535707659594,-0.6224381630098917,-0.15496607587545547,-1.0138861929771807,-1.0038368289784152,-1.0099587863772315,-0.9969772543611892,-0.9850634892077413,-1.022251591961435,-1.0157329012477692,-0.4020455554582265,-0.4931132604603992,0.3180945813461503,-0.5835817103780867,0.0,0.0,-0.533473349743987,-0.7279813450943893,-0.5897279836563627,-1.0618340153734367,-0.8440817364959357,-0.827032004933892,0.0,DZ,-1.09787183317607,-2.7630601095259206,low_income,fossil_dependent,low_income_fossil_dependent
Algeria,-0.4300640941534256,DZA,-0.5314158679128483,-0.08552477665868016,-1.0357607103656201,1.2198408384384918,-1.2198408722929823,-0.9376674937396096,-0.34542023435927643,0.7869322351507094,-0.5996533275958403,-1.3683868239989294,-1.004177694679258,-0.3595007380705098,-0.5036535707659594,-0.6224381630098917,-0.2328139068480542,-1.0277634008158032,-1.0051358345996102,-0.996610055791572,-1.0026051493243122,-0.9905645343912161,-1.0269975511730869,-1.0170445966795312,-0.480517644971877,-0.46040129663698476,0.19631440241585144,-0.5835817103780867,0.0,0.0,-0.533473349743987,-0.7279813450943893,-0.5745405555992161,-1.05124325031384,-0.843432214231631,-0.8259210444254216,0.0,DZ,-1.0966208629557257,1.3806659711630145,low_income,fossil_dependent,low_income_fossil_dependent
Algeria,-0.3353808184437181,DZA,-0.48936935956207384,-0.07354523727445349,-1.0370400142120149,1.2208645026720975,-1.2208645365549986,-0.9000297495363115,-0.16846585536183542,0.7857812307704375,-0.5881937402691125,-1.3608335640122649,-1.004670700142455,-0.3595007380705098,-0.5036535707659594,-0.6224381630098917,-0.3636645163551883,-1.0265739258582072,-1.0191251259047873,-0.9979247035007658,-0.9890982014128172,-0.9962731661853877,-1.0317435103847392,-1.0174954919841994,-0.480517644971877,-0.43926433539724,0.2163194419159696,-0.5835817103780867,0.0,0.0,-0.533473349743987,-0.7279813450943893,-0.558991261344575,-1.0404933782559012,-0.8437624196007197,-0.8269944252889162,0.0,DZ,-1.097976080694432,-1.716824772475646,low_income,fossil_dependent,low_income_fossil_dependent
Algeria,-0.2406975427340106,DZA,-0.4353127432706057,-0.06135461489821652,-1.0197202082915933,1.2070056638171198,-1.2070056973153929,-0.9378691245121272,-0.18425360664785254,0.7690291595279741,-0.5686242911419316,-1.3440652448451993,-0.9958420662856655,-0.3595007380705098,-0.5036535707659594,-0.6224381630098917,-0.4961714626915269,-1.0278625237289363,-1.0179260437929152,-1.0120824480613135,-0.9904284311313735,-0.9825724498793755,-1.0258531354766602,-1.0170445966795312,-0.27387447591926406,-0.4171208521936979,0.06509094605205401,-0.5835817103780867,0.0,0.0,-0.533473349743987,-0.7279813450943893,-0.5378746473290072,-1.0240322456747712,-0.8344725815869858,-0.8111439854390768,0.0,DZ,-1.0796285174627167,2.8800432497770396,low_income,fossil_dependent,low_income_fossil_dependent
Algeria,-0.1460142670243031,DZA,-0.39084335256169045,-0.04851033075191818,-1.0217867760434616,1.2086592752714072,-1.208659308815573,-0.9168995241702897,-0.16605383780424937,0.7710595829853077,-0.5495837460452149,-1.3308156078114184,-0.9964402083606104,-0.3595007380705098,-0.5036535707659594,-0.6224381630098917,-0.583957314639351,-1.010416891017525,-1.0192250494141102,-1.010868927098981,-1.0047539819465954,-0.9839217628489071,-1.0210735169798193,-1.0167576633038333,-0.29545430053551797,-0.42114694004888736,0.2227488785820097,-0.5835817103780867,0.0,0.0,-0.533473349743987,-0.7279813450943893,-0.5199186910390364,-1.0118098310206514,-0.8346488706857037,-0.8127645887063764,0.0,DZ,-1.081817715348319,-0.9330744946546393,low_income,fossil_dependent,low_income_fossil_dependent
Algeria,-0.05133099131459558,DZA,-0.3331970448590767,-0.03588645954504019,-0.9994481627256451,1.1907845228845881,-1.1907845559326729,-0.9517144375583406,-0.178113925592179,0.7484404070179363,-0.5229622431785091,-1.3069651678616694,-0.9836547439130324,-0.3595007380705098,-0.5036535707659594,-0.6224381630098917,-0.6800248507331965,-1.0124984721933183,-1.0016385117733158,-1.0121835748081747,-1.003526077591005,-0.9984528255977078,-1.0082156700376126,-1.0089489764366255,-0.138510121508217,-0.2364501596920703,0.02400150731309688,-0.5835817103780867,0.0,0.0,-0.533473349743987,-0.7279813450943893,-0.4968684982215605,-0.9943543459784892,-0.8195906077966031,-0.7915711957629245,0.0,DZ,-1.0581535286801407,2.8800432497770396,low_income,fossil_dependent,low_income_fossil_dependent
Algeria,0.043352284395111934,DZA,-0.29707174236562894,-0.02236108923780854,-1.026116727523567,1.2121239849851515,-1.2121240186254745,-0.896669236661017,-0.1610105283656604,0.7764999108051713,-0.5042743007687688,-1.2985188274694894,-0.9980172575368313,-0.3595007380705098,-0.5036535707659594,-0.6224381630098917,-0.7197769346340981,-0.9899975709121236,-1.0037369054690923,-0.9943852673606288,-1.0048563073095613,-0.997207305933525,-1.0104035235748992,-1.00694044280674,-0.430818654946565,-0.3788730175693979,0.4235870760598461,-0.5835817103780867,0.0,0.0,-0.533473349743987,-0.7279813450943893,-0.4789469175148483,-0.9833032656455316,-0.835600449873801,-0.8163455784202328,0.0,DZ,-1.0864046061562478,-2.7630601095259206,low_income,fossil_dependent,low_income_fossil_dependent
Algeria,0.13803556010481946,DZA,-0.24732269925130146,-0.006846404507347754,-1.0264119514881198,1.212360215192907,-1.212360248839786,-0.9304087859289736,0.0038837628438509976,0.7769396203437022,-0.4822366328327541,-1.285344012397762,-0.9981678586293352,-0.3595007380705098,-0.5036535707659594,-0.6224381630098917,-0.7562163448765912,-1.0168598803711713,-0.9810542688528407,-0.9965089290447109,-0.986847043427568,-0.9985566189030565,-1.0119855099787833,-1.0047269567656416,-0.4190478415195174,-0.37384040775041105,0.2083193214982619,-0.5835817103780867,0.0,0.0,-0.533473349743987,-0.7279813450943893,-0.450599612184854,-0.9629398678109877,-0.8350169240166575,-0.8163805703910927,0.0,DZ,-1.086717348711334,-0.39771312726680486,low_income,fossil_dependent,low_income_fossil_dependent
Algeria,0.23271883581452696,DZA,-0.2013425982042631,0.009714421780890308,-1.0236565278189618,1.2101553999205235,-1.2101554335062124,-0.9387428578597038,0.07573264948345614,0.7744522438365222,-0.4485630762265237,-1.262229492567937,-0.9958576947009252,-0.3595007380705098,-0.5036535707659594,-0.6224381630098917,-0.762841692193408,-1.0171572491105703,-1.008133539879291,-0.9735531575072514,-0.9889958760498512,-0.9802889971617068,-1.0202656941352826,-1.005546766410493,-0.5491807232963212,-0.44832303307141635,0.18348796556672828,-0.5835817103780867,0.0,0.0,-0.533473349743987,-0.7279813450943893,-0.4167945414527241,-0.938305071654275,-0.8322238135050901,-0.8134096723502856,0.0,DZ,-1.0837984181971974,1.0071853394632195,low_income,fossil_dependent,low_income_fossil_dependent
Algeria,0.3274021115242345,DZA,-0.15805323506757432,0.027425715402490697,-1.0211963281143563,1.2081868148558965,-1.2081868483869502,-0.9938552690145332,0.0769021125416795,0.7709949198178768,-0.46848512804068093,-1.2858964649668971,-0.9952552903309094,-0.3595007380705098,-0.5036535707659594,-0.6224381630098917,-0.7595290185349997,-1.0143818075428457,-1.0084333104072591,-1.0009585059065973,-0.9657680186565987,-0.9824686565740268,-1.0185827298758316,-1.0054237949637652,-0.3556162358293166,-0.42517302790407685,0.1858853753986024,-0.5835817103780867,0.0,0.0,-0.533473349743987,-0.7279813450943893,-0.3818453384257819,-0.9140709517283953,-0.8294708472685706,-0.8106178568879012,0.0,DZ,-1.081192230238147,0.7019416531608491,low_income,fossil_dependent,low_income_fossil_dependent
Algeria,0.422085387233942,DZA,-0.09585134211339759,0.04609431817349756,-1.0308403109564093,1.2159036683092368,-1.2159037020544579,-1.023293361802113,0.16738931667172163,0.781578124887421,-0.3856234966012658,-1.224264350708062,-1.000630044415273,-0.3595007380705098,-0.5036535707659594,-0.6224381630098917,-0.9235063646262184,-1.0119037347145206,-1.0056354521462236,-1.0012618861471805,-0.9934981920203496,-0.9589075762599,-1.0200973977093375,-1.0119617768814537,-0.41773997336095664,-0.5887328470211491,0.28445681198542916,-0.5835817103780867,0.0,0.0,-0.533473349743987,-0.7279813450943893,-0.3955185980456768,-0.9390396078497649,-0.8364465454276144,-0.8200573860494035,0.0,DZ,-1.0914084870376248,-2.7630601095259206,low_income,fossil_dependent,low_income_fossil_dependent
Algeria,0.5167686629436495,DZA,-0.03582494740109702,0.0655232268407194,-1.0190313523743038,1.206454459999024,-1.2064544934819996,-1.0321651157928904,0.16848568828880617,0.7658261773012239,-0.327267751906699,-1.1817733342759351,-0.987926984339065,-0.3595007380705098,-0.5036535707659594,-0.6224381630098917,-0.9400697329182607,-1.021617780201556,-1.0031373644131563,-0.998430337235071,-0.9938051681092472,-0.9870355620093643,-1.0185154113054535,-1.0104861195207215,-0.357578038067158,-0.3919578030987637,0.10983842784420239,-0.5835817103780867,0.0,0.0,-0.533473349743987,-0.7279813450943893,-0.3596496671727307,-0.9158009901417716,-0.8249415426638168,-0.8075649462651563,0.0,DZ,-1.0788987848341827,2.8800432497770396,low_income,fossil_dependent,low_income_fossil_dependent
Algeria,0.611451938653357,DZA,-0.004417494547187341,0.08579522348299444,-1.0200154322561459,1.2072418940248753,-1.2072419275297044,-1.0335093209430082,0.0863309084486067,0.7632698267487844,-0.25886283063330945,-1.1334714871104457,-0.98372436139919,-0.3595007380705098,-0.5036535707659594,-0.6224381630098917,-0.8489712073120281,-1.009723030625594,-1.0129298683267804,-0.9959021685635447,-0.9909400579462028,-0.9873469419254101,-1.0181114998831853,-1.0091539288478384,-0.38046573084197266,-0.3954806299720545,0.21393233507591872,-0.5835817103780867,0.0,0.0,-0.533473349743987,-0.7279813450943893,-0.29931195292309987,-0.8708185696689046,-0.8251536405354664,-0.808136101446253,0.0,DZ,-1.0799412600178027,-0.5731269098743631,low_income,fossil_dependent,low_income_fossil_dependent
Algeria,0.7061352143630645,DZA,0.022326866618544296,0.10671862008989809,-1.0357607103656201,1.2198408384384918,-1.2198408722929823,-1.055487075147434,0.05073537661392924,0.7772629361808575,-0.22765749283591263,-1.121685490649438,-0.9950279679271299,-0.3595007380705098,-0.5036535707659594,-0.6224381630098917,-0.8009374392651052,-1.0107142597569243,-1.000939047208057,-1.005812589755928,-0.9883819238720561,-0.9844407293756499,-1.0197944641426362,-1.0116748435057556,-0.4210096437573588,-0.4900936945690071,0.3341611790201892,-0.5835817103780867,0.0,0.0,-0.533473349743987,-0.7279813450943893,-0.258707409685035,-0.8462494017830924,-0.8399155023170146,-0.8246842488473896,0.0,DZ,-1.0966208629557257,-2.7630601095259206,low_income,fossil_dependent,low_income_fossil_dependent
Algeria,0.8008184900727721,DZA,0.05963907282604645,0.12819276631967352,-1.0305450869918567,1.2156674381014814,-1.2156674718401463,-1.0546133417998573,-0.08653034984505233,0.781578124887421,-0.1774116099417993,-1.0944947113252717,-0.9982019569899022,-0.3595007380705098,-0.5036535707659594,-0.6224381630098917,-0.7131515873172811,-1.0265739258582072,-1.001938282301284,-0.9936773801326014,-0.9984098094427114,-0.9818458967419356,-1.023732600509752,-1.0136218914122774,-0.4648232270691469,-0.4760023870758439,0.16350309380074604,-0.5835817103780867,0.0,0.0,-0.533473349743987,-0.7279813450943893,-0.19085677132306264,-0.7982318693197166,-0.8344007036282741,-0.8187975240223968,0.0,DZ,-1.0910957444825387,2.8800432497770396,low_income,fossil_dependent,low_income_fossil_dependent
Algeria,0.8955017657824795,DZA,0.09734996966793469,0.15032962154124127,-1.0326116547437252,1.2173210495557687,-1.2173210833403267,-1.0616704188379757,-0.06124071121096972,0.7833886935754895,-0.12557901495629273,-1.0648119165160896,-0.9994607548008317,0.5772520902249021,-0.47218510607208725,-0.6224381630098917,-0.6816811875624005,-1.021320411462157,-1.0179260437929152,-0.994688647601212,-0.9861307658868069,-0.992017640666096,-1.0280409890139466,-1.0139908057524605,-0.4720165019412315,-0.43725129146964525,0.22273034078498966,1.7135561005709505,0.0,0.0,-0.4501457977879111,3.343553285887765,-0.1459725513571047,-0.7729753485103662,-0.8361345221874056,-0.8208627294961539,0.0,DZ,-1.0932849423681412,-1.5567699410396896,low_income,fossil_dependent,low_income_fossil_dependent
Algeria,0.9901850414921871,DZA,0.1311714192720523,0.17283967465921082,-1.0277896633226986,1.2134626228290981,-1.2134626565065727,-1.0722896395239063,-0.13689035278980116,0.7790002199458378,-0.10213093627237316,-1.0597762959740482,-0.9953916837731771,1.0079430457630227,-0.458078552933455,-0.6224381630098917,-0.7413093134137528,-1.0234019926379505,-1.0126300977988123,-1.010868927098981,-0.9871540195164656,-0.9795624440242668,-1.025314586913636,-1.0158148822122544,-0.33534427937162364,-0.47298282118445184,0.16669152452841982,1.7135561005709505,0.0,0.0,-0.4120737266355661,0.7674935099827387,-0.14698299601881487,-0.7890137327246921,-0.8305920121885214,-0.8151153682503871,0.0,DZ,-1.088176813968402,2.8800432497770396,low_income,fossil_dependent,low_income_fossil_dependent
Algeria,1.0848683172018945,DZA,0.14644185457012637,0.19537913124780598,-1.017850456516093,1.2055095391680024,-1.2055095726247538,-1.0556887059199516,-0.2140018231914122,0.7693050557090131,-0.04871162919547359,-1.030367165053473,-0.9852616291547494,5.535581715857513,-0.48954701762732705,-0.6224381630098917,-0.7462783239013657,-1.0185449698944324,-1.0147284914945889,-1.0055092095153448,-1.003526077591005,-0.9806003770777526,-1.0209725391242521,-1.0153639869075861,-0.30395544356616344,-0.4171208521936979,0.12502564027474017,1.7135561005709505,0.0,0.0,0.013902465691614567,3.343553285887765,-0.13733956242911835,-0.7953318360371745,-0.8194598330584093,-0.8031631965919505,0.0,DZ,-1.0776478146138382,2.8800432497770396,low_income,fossil_dependent,low_income_fossil_dependent
Algeria,1.179551592911602,DZA,0.15971400141845493,0.21772746527733478,-1.0138157290005403,1.2022810596620135,-1.2022810930291636,-1.0201344796993361,-0.3700520500231083,0.7644768725408301,-0.043069986203853834,-1.034972644726905,-0.9809339788927954,5.535581715857513,-0.48954701762732705,-0.6224381630098917,-0.6386164300030909,-1.0085335556679977,-1.0098322395377768,-1.0076328711994271,-0.9981028333538138,-0.997207305933525,-1.0145436156531489,-1.0107935481375407,-0.2634115306507774,-0.31596539483206243,0.173046203842076,1.7135561005709505,0.0,0.0,0.08429988027519585,-0.3556088407845325,-0.07387567378927916,-0.756097007584195,-0.8146557918188622,-0.7978064973572214,0.0,DZ,-1.0733736663609954,0.9417502787445792,low_income,fossil_dependent,low_income_fossil_dependent
Algeria,1.2742348686213096,DZA,0.1709069788063136,0.2397338143254335,-1.0131268730832508,1.2017298558439173,-1.2017298891957704,-1.0319634850203727,-0.36208508293896124,0.7643259918168245,0.01123082759048627,-1.0077914316809922,-0.9794194433776141,5.535581715857513,-0.4906321370995295,-0.6224381630098917,-0.5872699882977594,-1.004469516229544,-0.9997399650961847,-1.0026776606032353,-1.0002516659760972,-0.9917062607500503,-1.0095283821599845,-1.007165890459074,-0.290876761980555,-0.3391153999994018,0.2003019599946,1.7135561005709505,0.0,0.0,0.07424310676325564,-0.8512840733216547,-0.038994896384732684,-0.741645229672074,-0.8135676607202866,-0.7963426747333744,0.0,DZ,-1.0726439337324614,-0.08746316848258377,low_income,fossil_dependent,low_income_fossil_dependent
Algeria,1.3689181443310172,DZA,0.11325238205601688,0.2608335186658191,-1.0126348331423296,1.2013361388309922,-1.2013361721719178,-1.062678572700564,-0.46931022708982695,0.7672573887403639,-0.014156565871802583,-1.036909132767633,-0.9834970389954104,5.535581715857513,-0.48954701762732705,-0.6224381630098917,-0.6170840512234357,-1.003775655837613,-0.995643101213954,-0.9924638591702687,-0.9952377231907693,-0.9938859201623705,-1.0077444400449664,-1.003005356511454,-0.3536544335914754,-0.3260306144700361,0.20190575326184382,1.7135561005709505,0.0,0.0,0.08358153931005725,-0.7430218896202281,-0.10250939722954218,-0.8068348545492882,-0.8147053319580786,-0.7951186428823633,0.0,DZ,-1.0721226961406511,-0.1409002783370033,low_income,fossil_dependent,low_income_fossil_dependent
Algeria,1.4636014200407246,DZA,0.1497284619764107,0.2813677716480202,-1.0172600085869878,1.2050370787524918,-1.2050371121961307,-1.0489676801693626,-0.5715651532432428,0.770900080505645,0.056716574210420506,-1.0073913562583225,-0.986139661939348,5.535581715857513,-0.4906321370995295,-0.6224381630098917,-0.5127348309835692,-1.0032800412719478,-0.9949436366486952,-0.9883176625489654,-0.9849028615312164,-0.9888000482002901,-1.0089225150265821,-1.0008123657114771,-0.41120063256815237,-0.37434366873230973,0.24361651699059908,1.7135561005709505,0.0,0.0,0.013184124726475982,-1.185891133379033,-0.02078548644951665,-0.753775313957005,-0.8187302133539327,-0.8003192642229807,0.0,DZ,-1.077022329503666,-1.4020502706515987,low_income,fossil_dependent,low_income_fossil_dependent
Algeria,1.5582846957504322,DZA,0.18224212592109773,0.30187284734013886,-1.018342496457014,1.2059032561809278,-1.2059032896486062,-1.058578746992705,-0.5980242549355492,0.7712794377545734,0.08739300797735296,-0.9970734418564198,-0.9858498258745291,5.535581715857513,-0.49171725657173204,-0.6224381630098917,-0.4961714626915269,-1.0079388181891997,-0.9944440191020817,-0.9876097753209381,-0.9807075216496157,-0.9783169243600839,-1.0107064571416002,-1.0009148419170835,-0.4229714459951999,-0.4307088987049624,0.21473553761643951,1.7135561005709505,0.0,0.0,0.01174744279619881,-0.8045829141236934,0.016483588595799712,-0.7372677916274608,-0.8191536665856191,-0.8011879871130809,0.0,DZ,-1.0781690522056482,-0.5798466387968157,low_income,fossil_dependent,low_income_fossil_dependent
Algeria,1.6529679714601397,DZA,-0.29707174236562894,0.32175558726743964,-1.0155870727878562,1.2036984409085454,-1.2036984743150325,-1.0600573726578344,-0.3868630814850712,0.7712794377545734,-0.327267751906699,-1.1817733342759351,-0.984507202927206,5.535581715857513,-0.48303630079411214,-0.6224381630098917,-0.583957314639351,-1.009029170233663,-0.9991404240402484,-0.9871041415866327,-0.9799912441088546,-0.9740613988407921,-1.0117162356972709,-1.0012837562572665,-0.40793096217175034,-0.43725129146964525,0.18346952978199965,1.7135561005709505,0.0,0.0,0.02252255727327759,-0.7279813450943893,-0.4789469175148483,-0.9523923556493592,-0.835600449873801,-0.7971383373022951,0.0,DZ,-1.0752501216915118,0.5764465504128315,low_income,fossil_dependent,low_income_fossil_dependent
