gdp,population,fossil_share_energy,low_carbon_share_energy,coal_share_energy,oil_share_energy,carbon_intensity_elec,greenhouse_gas_emissions,electricity_demand_per_capita,renewables_elec_per_capita,solar_share_elec,wind_share_elec,nuclear_share_elec,energy_per_gdp,renewable_share_lag_1,renewable_share_lag_2,renewable_share_lag_3,renewable_share_lag_4,renewable_share_lag_5,fossil_cons_change_pct,paris_agreement,renewable_growth,renewables_share_energy
1.5481318099626455,4.695656899960916,93.201,6.799,69.714,21.322,1.2919659443021214,1.4486968109529688,-0.9517080622084326,-0.3952924779356229,0.003,0.051,1.519,0.27279794041878463,6.619,5.657,5.188,5.428,5.362,0.22518011513958874,0,-0.05121619579996972,6.28
1.671047196655824,4.727166484171513,93.936,6.064,71.327,20.449,1.367490579919462,1.7669958361461082,-0.9095569473596141,-0.3965452045432301,0.003,0.052,2.268,0.4693294597608177,6.28,6.619,5.657,5.188,5.428,0.4495425083479204,0,-0.15589171974522298,5.301
1.8359225071702496,4.75866084341873,93.645,6.355,71.075,20.41,1.3142209197751311,2.0469683884729477,-0.8617576784244584,-0.38220723595357925,0.004,0.058,2.291,0.6585820339420349,5.301,6.28,6.619,5.657,5.188,0.007417993698795809,0,0.056593095642331503,5.601
2.0544953395318597,4.790660163951374,93.752,6.248,73.263,18.255,1.3295418397281469,2.376282502324512,-0.8141035605274066,-0.37288914709109067,0.003,0.078,2.123,0.7417699786370754,5.601,5.301,6.28,6.619,5.657,0.17810338576990256,0,-0.008391358685948869,5.554
2.3055199466056093,4.8231679982608995,93.772,6.228,73.404,17.861,1.3491697595560659,2.7862824835345514,-0.755723856920664,-0.3646454065738715,0.003,0.129,1.914,0.7261722390067552,5.554,5.601,5.301,6.28,6.619,0.14069824752795498,0,0.004321209938782822,5.578
2.5514647233722263,4.856578165400061,93.607,6.393,73.55,17.22,1.3432299567435122,3.228669294536049,-0.6902464651844326,-0.35412625553951377,0.003,0.167,1.893,0.7147338966111875,5.578,5.554,5.601,5.301,6.28,0.061285313855558556,0,0.02545715310147001,5.72
2.6763088156900383,4.890889650371299,92.017,7.983,71.928,16.941,1.1796196739333649,3.276309895919249,-0.6588290609899489,-0.321195344200056,0.004,0.375,1.956,0.7053752528329951,5.72,5.578,5.554,5.601,5.301,-0.5515978440674706,0,0.27167832167832184,7.274
2.89528080832446,4.926408474938547,92.373,7.627,72.186,16.865,1.2056802373555435,3.5315636565119886,-0.6265504126631759,-0.32224494799978776,0.008,0.743,1.886,0.6409045956943388,7.274,5.72,5.578,5.554,5.601,0.2878386778524051,0,-0.0464668682980478,6.936
3.259461340843244,4.962352583482867,91.699,8.301,70.006,17.947,1.1525862856638203,3.9688201522479183,-0.550759172276928,-0.29854783091714054,0.017,1.174,1.776,0.5504377058384821,6.936,7.274,5.72,5.578,5.554,-0.1615842237633234,0,0.09803921568627438,7.616
3.495229534618838,4.997655721068901,92.18,7.82,70.664,17.203,1.2022603508877094,4.557695296728021,-0.47326257188778387,-0.2983863115759383,0.055,1.572,1.85,0.5805933357904346,7.616,6.936,7.274,5.72,5.578,0.3432478511005607,0,-0.06985294117647056,7.084
3.801472005493708,5.035184240802267,90.686,9.314,68.729,17.332,1.0647792006519778,4.621481302035213,-0.4341027542266361,-0.25826126351899314,0.072,2.066,1.971,0.4963655417867061,7.084,7.616,6.936,7.274,5.72,-0.5202624540769062,0,0.2028514963297574,8.521
4.127725038442239,5.073007109827641,90.18,9.82,67.653,17.451,1.0529424507470189,5.039601996178985,-0.36885220216114784,-0.24110323249229101,0.154,2.545,2.053,0.4110978984742893,8.521,7.084,7.616,6.936,7.274,-0.09247987629208676,0,0.05128506043891545,8.958
4.461389775526683,5.1090445981473565,88.775,11.225,65.665,17.687,0.951541531304137,5.208573181850813,-0.31703877138554126,-0.2040726122179745,0.406,2.757,2.299,0.31127236484024057,8.958,8.521,7.084,7.616,6.936,-0.49500584816292736,0,0.14166108506363018,10.227
4.8003752641242015,5.142848076840493,87.904,12.096,63.55,18.812,0.8400609464823766,5.020246715858888,-0.3196376557062053,-0.18524636375309778,0.679,3.192,2.947,0.19688894088456,10.227,8.958,8.521,7.084,7.616,-0.2628094957771792,1,0.05954825462012314,10.836
5.152727055289601,5.175257456386829,86.723,13.277,61.443,19.342,0.7712818012163775,5.177023114709621,-0.2751094455662003,-0.16178499964826604,1.085,3.927,3.476,0.07730627038543925,10.836,10.227,8.958,8.521,7.084,-0.4086726933757464,1,0.08204134366925064,11.725
5.534571877188829,5.2085077614105035,85.98,14.02,59.798,19.6,0.7391442966771706,5.5303701492704755,-0.20747916309234418,-0.13572437058964276,1.784,4.612,3.757,0.024273955642350988,11.725,10.836,10.227,8.958,8.521,-0.21274409861731838,1,0.04827292110874204,12.291
5.930932535740227,5.2354427516242845,85.187,14.813,58.194,19.601,0.7078981911170482,5.9550340529909205,-0.12569325071033738,-0.10497832104574044,2.469,5.105,4.117,-0.007961372926977127,12.291,11.725,10.836,10.227,8.958,-0.23913169415949784,1,0.04653811732161728,12.863
-0.3094744858351223,-0.2537435166686191,67.451,32.549,7.36,45.271,-1.195461478973223,-0.28833328776684874,-0.9384814209034564,-0.22553401882357657,0.0,0.0,0.0,-0.7639318203431579,30.217,30.106,29.995,30.106,30.217,0.22790000597277948,0,-0.00488311054141477,32.549
-0.30781039645493696,-0.25108217721051324,68.035,31.965,9.017,44.131,-1.195461478973223,-0.28833328776684874,-0.9384814209034564,-0.2283657737381895,0.0,0.0,0.0,-0.7608122724170939,32.549,30.106,29.995,30.106,30.217,0.4806149200488335,0,-0.017942179483240617,31.965
-0.304654285052313,-0.2484399641126531,75.059,24.941,14.557,46.362,-1.195461478973223,-0.28833328776684874,-0.9384814209034564,-0.2759185361457749,0.0,0.0,0.0,-0.76809121757791,31.965,32.549,29.995,30.106,30.217,3.369377649480485,0,-0.21974034099796658,24.941
-0.3002763947475226,-0.2457609732126289,71.384,28.616,14.026,43.867,-1.195461478973223,-0.28833328776684874,-0.9384814209034564,-0.2352703176974608,0.0,0.0,0.0,-0.7368957383172697,24.941,31.965,32.549,30.106,30.217,-1.8386644735128006,0,0.1473477406679764,28.616
-0.2961396158398585,-0.24306199954816887,69.59,30.41,14.826,42.438,-1.195461478973223,-0.28833328776684874,-0.9384814209034564,-0.20675345259661565,0.0,0.0,0.0,-0.7057002590566295,28.616,24.941,31.965,32.549,30.217,-0.8794778828693157,0,0.06269220016773835,30.41
-0.29176084880008807,-0.24038714793506355,70.31,29.69,12.967,44.532,-1.195461478973223,-0.28833328776684874,-0.9384814209034564,-0.21172193980612278,0.0,0.0,0.0,-0.7348160396998937,30.41,28.616,24.941,31.965,32.549,0.5485666756163625,0,-0.023676422229529703,29.69
-0.28997653075740354,-0.23776055628400444,68.53,31.47,9.668,45.463,-1.195461478973223,-0.28833328776684874,-0.9384814209034564,-0.19153718859941718,0.0,0.0,0.0,-0.7140190535261336,29.69,30.41,28.616,24.941,31.965,-0.8869153048396962,0,0.05995284607611984,31.47
-0.28669410921313326,-0.23514625561900704,72.348,27.652,11.264,44.502,-1.195461478973223,-0.28833328776684874,-0.9384814209034564,-0.22412303589176105,0.0,0.0,0.0,-0.7348160396998937,31.47,29.69,30.41,28.616,24.941,2.374639393862038,0,-0.12132189386717507,27.652
-0.2863066572952932,-0.23255932816941938,73.243,26.757,10.577,43.652,-1.195461478973223,-0.28833328776684874,-0.9384814209034564,-0.23275290008660174,0.0,0.0,0.0,-0.7254573959217018,27.652,31.47,29.69,30.41,28.616,0.6300539144792778,0,-0.03236655576450165,26.757
-0.29020889799877664,-0.23001936021625594,68.684,31.316,9.066,41.992,-1.195461478973223,-0.28833328776684874,-0.9384814209034564,-0.21643618360818198,0.0,0.0,0.0,-0.7556130258736539,26.757,27.652,31.47,29.69,30.41,-2.3733408882446594,0,0.1703853197294165,31.316
-0.2876515223665604,-0.2275211340376918,70.492,29.508,10.006,42.229,-1.2106152616176604,-0.2944032463364042,-0.9938727918293581,-0.2334626062827934,0.023,0.0,0.0,-0.8117648885428063,31.316,26.757,27.652,31.47,29.69,1.1916713505970777,0,-0.05773406565334016,29.508
-0.28609966434143735,-0.22505207317960188,70.17,29.83,9.77,41.657,-1.1741021880513127,-0.2938133972550689,-0.9969620275389566,-0.23880198975728342,0.023,0.0,0.0,-0.8190438337036223,29.508,31.316,26.757,27.652,31.47,-0.05175341878334568,0,0.01091229497085533,29.83
-0.28371542763194346,-0.22260902163395224,68.218,31.782,8.034,41.257,-1.235488721591731,-0.2942660721314425,-0.9944360481269924,-0.22774362516466978,0.022,0.0,0.0,-0.8429603678034464,29.83,29.508,31.316,26.757,27.652,-0.9876126312438553,0,0.0654374790479384,31.782
-0.27992954682390453,-0.2202157208280131,67.009,32.991,8.742,40.458,-1.2840271102316905,-0.2946090076438468,-0.9926604183325783,-0.21661238652585713,0.022,0.0,0.0,-0.8616776553598305,31.782,29.83,29.508,31.316,26.757,-0.5812506033803082,0,0.038040400226543314,32.991
-0.274595630369703,-0.2178741531788912,66.979,33.021,7.274,41.636,-1.385552311263002,-0.2954732051351055,-0.9823186813590534,-0.1946259061023064,0.02,0.101,0.0,-0.8627175046685185,32.991,31.782,29.83,29.508,31.316,0.11409076793858683,0,0.0009093389106120675,33.021
-0.26968393834873994,-0.21560360364020079,65.827,34.173,4.655,41.888,-1.3358225336029204,-0.2945541379618621,-0.9831294190786891,-0.19979670036544056,0.02,0.1,0.0,-0.9178295180289829,33.021,32.991,31.782,29.83,29.508,-0.5601920158194853,0,0.034886890160806816,34.173
-0.26226371735873355,-0.21341514202906584,67.749,32.251,11.485,38.738,-1.3401595324819275,-0.29388198435754975,-0.9691659331317201,-0.1843639895743078,0.019,0.112,0.0,-0.8450400664208224,34.173,33.021,32.991,31.782,29.83,1.3073661275662132,0,-0.05624323296169498,32.251
-0.25420937112126846,-0.21129918930602662,67.234,32.766,9.95,39.026,-1.3566247001629026,-0.2938545495165574,-0.9602576999051569,-0.17717719464505682,0.018,0.091,0.0,-0.8907934360030947,32.251,34.173,33.021,32.991,31.782,-0.1738643224836742,0,0.01596849710086512,32.766
-0.24987537787000186,-0.20928218298561851,67.394,32.606,12.643,36.941,-1.4320979089160657,-0.2950479650997242,-0.9627823617585303,-0.16832598913079092,0.018,0.09,0.0,-0.8845543401509667,32.766,32.251,34.173,33.021,32.991,0.22790000597277948,0,-0.00488311054141477,32.606
-0.24781196121986604,-0.2073053166467875,70.005,29.995,11.764,37.489,-1.1145241659011524,-0.28903973492240154,-0.9578538142559548,-0.204036175194875,0.018,0.106,0.0,-0.9084708742507909,32.606,32.766,32.251,34.173,33.021,1.6915501506353667,0,-0.08007728638900813,29.995
-0.24256170105471114,-0.20531422448279857,71.394,28.606,13.167,37.631,-1.0381381303088308,-0.2865568818125947,-0.9425716717525353,-0.1994701267479593,0.017,0.066,0.0,-0.8980723811639107,29.995,32.606,32.766,32.251,34.173,0.9307602633646859,0,-0.046307717952992156,28.606
-0.23365638378472742,-0.2033603859010793,67.356,32.644,10.2,37.969,-1.3727384509386618,-0.29270228619487904,-0.9422014377884763,-0.15444157990330376,0.016,0.065,0.0,-0.9147099701029189,28.606,29.995,32.606,32.766,32.251,-2.1444914136095306,0,0.14115919737118077,32.644
-0.22788069495439955,-0.201482941744985,69.783,30.217,11.561,38.164,-1.2542081001525065,-0.2900273891981258,-0.9347614040184369,-0.1654123868732455,0.016,0.079,0.0,-0.8939129839291587,32.644,28.606,29.995,32.606,32.766,1.582472597743215,0,-0.07434750643303512,30.217
-0.22000626957902616,-0.19967692804208037,72.586,27.414,12.1,38.885,-1.0099904933154304,-0.28171463237744654,-0.8911177148791617,-0.15793627110386124,0.014,0.082,0.0,-0.9136701207942308,30.217,32.644,28.606,29.995,32.606,1.7489108212018332,0,-0.09276235231823138,27.414
-0.21275150564334572,-0.19793233755081066,73.597,26.403,12.176,39.125,-1.0069563083289312,-0.28263369955068995,-0.9061093357132748,-0.1735726485390352,0.014,0.099,0.0,-0.9074310249421028,27.414,30.217,32.644,28.606,29.995,0.692747411816778,0,-0.03687896695119297,26.403
-0.20777042631110618,-0.19618073723265156,72.215,27.785,11.953,37.069,-0.8413960902520364,-0.2760630551330243,-0.8723653426402584,-0.17213420188085368,0.013,0.09,0.0,-0.9791806272415752,26.403,27.414,30.217,32.644,28.606,-0.6237298459852371,1,0.05234253683293577,27.785
-0.20414799859172453,-0.1941736112791034,74.361,25.639,11.668,40.533,-0.9091552693785063,-0.27839501661737326,-0.8810948270846484,-0.1717951200315621,0.013,0.066,0.0,-0.8939129839291587,27.785,26.403,27.414,30.217,32.644,1.3282595925451395,1,-0.0772359186611481,25.639
-0.2017410502713195,-0.19129629937172193,69.708,30.292,8.81,39.377,-1.3093119851191846,-0.287626840611296,-0.877124144677699,-0.1080868885686764,0.013,0.0,0.0,-0.8980723811639107,25.639,27.785,26.403,27.414,30.217,-2.3865541395464507,1,0.1814813370256252,30.292
-0.19713821945903445,-0.18762763827400764,70.273,29.727,8.141,39.335,-1.2181750106518199,-0.28540461849091636,-0.8848022173665047,-0.12771964606723296,0.026,0.051,0.0,-0.9063911756334149,30.292,25.639,27.785,26.403,27.414,0.45835991433343887,1,-0.01865178925128752,29.727
-0.36473139449511544,-0.3636792146056592,88.476,11.524,9.327,53.834,-0.47458969593076183,-0.30115221722052005,-0.5268801795606085,-0.23788752924471923,0.0,0.0,0.0,-0.0038019756922250967,19.717,19.627,19.537,19.349,19.161,-0.37608741551402697,0,0.051249620560558595,11.524
-0.36802215893812423,-0.36379490450317375,80.463,19.537,6.31,45.944,-0.9825542612764917,-0.3026611334750988,-0.613278425383361,-0.14619919897649883,0.0,0.0,0.0,0.06378822937249527,11.524,19.627,19.537,19.349,19.161,-3.477668729513854,0,0.6953314821242624,19.537
-0.36939385488306586,-0.3639781115625093,84.005,15.995,5.771,47.807,-0.5961670884194608,-0.3014540004714358,-0.6992895285734704,-0.21007466006032624,0.0,0.0,0.0,0.198968639501936,19.537,11.524,19.537,19.349,19.161,1.9039943066313054,0,-0.1812970261554998,15.995
-0.37017746112521444,-0.36400153976787664,83.913,16.087,4.702,48.417,-0.6333872813682553,-0.3012756740049856,-0.6995468916849041,-0.19785493333593693,0.0,0.0,0.0,0.4318948846480494,15.995,19.537,11.524,19.349,19.161,0.08802901838780486,0,0.005751797436698958,16.087
-0.3693448006331715,-0.3638944020177605,81.04,18.96,2.913,49.447,-1.0898349855237195,-0.3029080470440299,-0.6961634012233249,-0.15022222701199897,0.0,0.0,0.0,0.2977543238272966,16.087,15.995,19.537,11.524,19.161,-1.2460149690632703,0,0.17859140921240768,18.96
-0.36834328399920147,-0.3639432923884467,80.839,19.161,2.314,52.919,-0.9408085042800373,-0.30231819796269455,-0.6710300927284137,-0.13529338042835395,0.0,0.0,0.0,0.20312803673668803,18.96,16.087,15.995,19.537,11.524,0.03227724182828769,0,0.010601265822784756,19.161
-0.3674557417529326,-0.36413549169177833,75.299,24.701,1.766,46.785,-1.2212991926506302,-0.3026611334750988,-0.6417625049681759,-0.00744483966896237,0.0,0.0,0.0,0.2104069818975042,19.161,18.96,16.087,15.995,19.537,-2.6263791583492857,0,0.2891289598663953,24.701
-0.3663180540281957,-0.36432283407319854,81.457,18.543,3.03,50.438,-0.8084228991699381,-0.301550022414909,-0.6004014860877348,-0.11951941244326697,0.0,0.0,0.0,0.03987169527267098,24.701,19.161,18.96,16.087,15.995,3.369377649480485,0,-0.2493016477065706,18.543
-0.3657317630237545,-0.3645267692858021,81.937,18.063,2.74,53.757,-0.6916024916176997,-0.3006446726621617,-0.5632509452777975,-0.10528912341441748,0.0,0.0,0.0,0.07210702384199932,18.543,24.701,19.161,18.96,16.087,0.3693009545481677,0,-0.025885779000161757,18.063
-0.3656700367062321,-0.36474328095253067,78.754,21.246,2.349,51.465,-0.7847493993600198,-0.3003840416727345,-0.5386108428821015,-0.023768897935618562,0.0,0.0,0.0,0.1292987358198396,18.063,18.543,24.701,19.161,18.96,-1.4315375066494307,0,0.17621657531971424,21.246
-0.3650075265839439,-0.3649688443357686,80.234,19.766,5.2,48.42,-0.7254842239669421,-0.30086415139010053,-0.5275011888431466,-0.07155496605827386,0.0,0.0,0.0,-0.050595194583185545,21.246,18.063,18.543,24.701,19.161,0.8885466993667887,0,-0.06966017132636737,19.766
-0.364941140582361,-0.3651340906961172,79.221,20.779,5.506,47.192,-0.707236258327798,-0.3001508455242996,-0.48978497621149125,-0.0239440131809624,0.0,0.0,0.0,0.031552900803166924,19.766,21.246,18.063,18.543,24.701,-0.37608741551402697,0,0.051249620560558595,20.779
-0.36389814719368113,-0.3652287947261399,83.193,16.807,6.685,49.381,-0.43423246426711193,-0.2990671693051022,-0.463287555388742,-0.10230971698082679,0.0,0.0,0.0,-0.07659142730038561,20.779,19.766,21.246,18.063,18.543,2.150252844856333,0,-0.19115453101689217,16.807
-0.3626483614796527,-0.365314962468101,85.113,14.887,7.107,52.233,-0.24667869061011208,-0.29803836276788936,-0.4231083865643899,-0.12435248444752373,0.0,0.0,0.0,-0.1181853996479059,16.807,20.779,19.766,21.246,18.063,1.061071653823438,0,-0.11423811507110126,14.887
-0.36158588509141665,-0.36538549686875843,80.102,19.898,7.258,47.135,-0.671233167831215,-0.29951984418147576,-0.4000943710630341,0.009776548271039626,0.0,0.0,0.0,-0.1452214816737941,14.887,16.807,20.779,19.766,21.246,-2.2376857511762,0,0.3366024047826963,19.898
-0.36044233739068227,-0.36543967236345115,81.499,18.501,7.276,49.076,-0.5798219167549008,-0.29949240934048343,-0.36827467231211136,-0.023772704788778246,0.0,0.077,0.0,-0.25440565908603474,19.898,14.887,16.807,20.779,19.766,0.8341091834834405,0,-0.07020806111166944,18.501
-0.35910209489300027,-0.36548774597828937,82.476,17.524,6.838,50.461,-0.5343091419574114,-0.2993689525560179,-0.34352982400843424,-0.04782032428019588,0.0,0.155,0.0,-0.3656695351156514,18.501,19.898,14.887,16.807,20.779,0.6146421418735901,0,-0.05280795632668511,17.524
-0.35759159417324454,-0.36553540328553513,87.607,12.393,7.389,51.423,-0.22044670430734056,-0.29828527633682045,-0.31468297662490896,-0.1645922819354241,0.0,0.239,0.0,-0.450937178428068,17.524,18.501,19.898,14.887,16.807,2.6362427477470476,0,-0.2927984478429583,12.393
-0.3567338412013566,-0.3655824896566542,84.738,15.262,7.646,49.029,-0.3816956369373166,-0.29880653831567494,-0.29470571408261204,-0.09572386101463462,0.0,0.313,0.0,-0.5050093424798442,12.393,17.524,18.501,19.898,14.887,-1.1860676457872232,0,0.23150165415960622,15.262
-0.3581974180444432,-0.3656281804061301,80.283,19.717,5.534,48.503,-0.7277812905668908,-0.2999862364783456,-0.31428485433734127,0.006991019430508168,0.0,0.375,0.0,-0.44053868534118795,15.262,12.393,17.524,18.501,19.898,-1.984066462870566,0,0.2919014545931069,19.717
-0.35823929257706066,-0.3656815550043117,76.149,23.851,7.334,40.538,-0.8711251033189089,-0.3000685410013226,-0.2908426322939241,0.12170265377211797,0.0,0.947,0.0,-0.41454245262398765,19.717,15.262,12.393,17.524,18.501,-1.9405556699412612,0,0.2096667850078613,23.851
-0.3579564434921948,-0.3657483307421348,84.49,15.51,8.653,44.188,-0.41486596433209727,-0.2997393229094145,-0.3063680839504736,-0.1272405264052829,0.0,1.781,0.0,-0.605874725422581,23.851,19.717,15.262,12.393,17.524,3.369377649480485,0,-0.3497128003018741,15.51
-0.3584997710035076,-0.3658286027756205,83.105,16.895,8.367,42.697,-0.5132198420724351,-0.30041147651372685,-0.32129734034461493,-0.12695419666406074,0.0,3.122,0.0,-0.6661859853264852,15.51,23.851,19.717,15.262,12.393,-0.5277110937825312,0,0.08929722759509984,16.895
-0.35859029041108836,-0.36591875517596617,73.244,26.756,8.173,37.448,-0.9239533495457126,-0.30061723782116945,-0.3261648409658093,0.12847776472396116,0.072,3.73,0.0,-0.5518025613708046,16.895,15.51,23.851,19.717,15.262,-3.477668729513854,0,0.5836638058597219,26.756
-0.3586876451043467,-0.3660174240402023,71.524,28.476,7.834,39.228,-1.0514019756947282,-0.3013442611074665,-0.34293384833912444,0.1737722474536264,0.298,5.436,0.0,-0.5476431641360526,26.756,16.895,15.51,23.851,19.717,-0.8131219864435685,0,0.06428464643444465,28.476
-0.35811830778862636,-0.366132987063022,77.328,22.672,7.739,42.987,-0.8433288832307246,-0.3012756740049856,-0.30328411847523873,0.02343635316210743,0.534,7.117,0.0,-0.6412296019179731,28.476,26.756,16.895,15.51,23.851,3.369377649480485,1,-0.20382076134288518,22.672
-0.35729466862119935,-0.36625618635653684,76.119,23.881,7.992,41.479,-0.8412460952315175,-0.3007544120261311,-0.291239437022901,0.08104981271639573,0.556,8.016,0.0,-0.6360303553745331,22.672,28.476,26.756,16.895,15.51,-0.4972095297327912,1,0.05332568807339455,23.881
-0.35647689290887685,-0.3663802063707339,79.72,20.28,4.814,44.313,-0.9255090121870958,-0.30138541336895497,-0.25330385088585133,0.004640559522507961,0.68,10.195,0.0,-0.6734649304873014,23.881,22.672,28.476,26.756,16.895,2.0363121381510054,1,-0.15078933043004894,20.28
-0.3557828342437359,-0.36650700176888035,72.944,27.056,4.328,41.458,-1.1592955367400768,-0.3017832185633439,-0.2357385989374008,0.18204046059830048,0.518,9.911,0.0,-0.6651461360177974,20.28,23.881,22.672,28.476,26.756,-3.289169854792218,1,0.3341222879684418,27.056
-0.33987418114734397,-0.34216013638461956,92.841,7.159,63.274,18.405,1.3115895785580256,-0.2390808894753487,0.07889658851427113,-0.42653341839027953,0.0,0.0,20.218,2.09045453200542,1.976,1.971,1.966,1.8725,1.779,-0.11371509503589795,0,0.09149504794843577,0.628
-0.3443105018955651,-0.3421515366592106,92.435,7.565,63.683,16.918,1.317426527642224,-0.24106991544729345,-0.0025814543436485505,-0.4283870839609456,0.0,0.0,20.116,2.1653236822309565,0.628,1.971,1.966,1.8725,1.779,-0.043911357207240105,0,0.030254777070063632,0.647
-0.34402816771854466,-0.34212141581369093,91.941,8.059,61.27,16.705,1.2654553958183858,-0.24338815951114626,-0.040971378601479994,-0.420233076411061,0.0,0.0,20.745,2.0197447790146352,0.647,0.628,1.966,1.8725,1.779,-0.08300479789498547,0,0.33230293663060273,0.862
-0.34350542028521536,-0.342089859698186,91.557,8.443,60.109,17.055,1.2290408904083794,-0.2444718357303437,-0.029974156228953483,-0.4168360038022403,0.0,0.0,21.527,1.9355169850109069,0.862,0.647,0.628,1.8725,1.779,-0.036002875419739545,0,0.11484918793503485,0.961
-0.3419031036106466,-0.342080367885079,90.944,9.056,58.405,18.107,1.1794911067729201,-0.24567896873400671,-0.0008930030093362537,-0.41025884921469874,0.0,0.0,22.226,1.6901125481605372,0.961,0.862,0.647,0.628,1.779,-0.13738411598963596,0,0.2101977107180022,1.163
-0.3389190920374353,-0.3421184580473677,91.341,8.659,56.091,19.579,1.2185198111119726,-0.24268857106584152,0.06520693516112276,-0.39360223513273895,0.0,0.0,20.188,1.5809283707482966,1.163,0.961,0.862,0.647,0.628,0.30782250454963667,0,0.3078245915735167,1.521
-0.3365525431082528,-0.34218208967165953,91.356,8.644,54.108,19.813,1.1898450487607481,-0.23990393470511898,0.12759223647747492,-0.3974648314993681,0.0,0.0,20.132,1.5122983163748882,1.521,1.163,0.961,0.862,0.647,0.13872153423940997,0,-0.08349769888231429,1.394
-0.33628985660852284,-0.3422479495327793,91.203,8.797,53.011,19.701,1.2255695770763673,-0.23877910622443296,0.11248796438383503,-0.399220062724049,0.0,0.0,19.452,1.3584006186890631,1.394,1.521,1.163,0.961,0.862,0.06469946039958852,0,0.0373027259684362,1.446
-0.3358548568941469,-0.34230823483699496,90.646,9.354,50.612,20.946,1.1897164816003034,-0.23909460689584486,0.09608282277472276,-0.40443273237193933,0.0,0.0,20.396,1.2367382495725665,1.446,1.394,1.521,1.163,0.961,-0.11371509503589795,0,-0.053250345781466035,1.369
-0.3346193563937216,-0.3423664861812591,89.857,10.143,48.096,21.747,1.1367682393570844,-0.24064467541191215,0.07077889044228262,-0.39454089635467515,0.0,0.0,20.82,1.0350074836870933,1.369,1.446,1.394,1.521,1.163,-0.2182457570916492,0,0.2432432432432432,1.702
-0.33190653889671323,-0.34242371063346194,90.278,9.722,51.995,19.901,1.2658882385918835,-0.22880654152371702,0.11531566471312854,-0.39657810663125287,0.0,0.0,18.642,1.0308480864523413,1.702,1.369,1.446,1.394,1.521,0.3206989113112137,0,-0.06286721504112802,1.595
-0.32979901180782034,-0.3424413105325355,89.736,10.264,49.896,20.59,1.2004946952175997,-0.22897115056967107,0.15453806640734696,-0.38884366868317816,0.0,0.0,19.873,0.9767759224005649,1.595,1.702,1.369,1.446,1.394,-0.10954593085366462,0,0.06332288401253927,1.696
-0.32830076914195205,-0.34241000023675183,87.242,12.758,48.819,19.877,0.9756007325953902,-0.23260626700115625,0.15196575285160066,-0.3777415252792285,0.0,0.0,24.658,0.9060661694097804,1.696,1.595,1.702,1.369,1.446,-0.9865854224058563,0,0.16509433962264164,1.976
-0.3256724382808761,-0.34237087128789917,84.784,15.216,46.938,20.121,0.772241769347699,-0.2314814385204703,0.1928441061015542,-0.4075355896151358,0.0,0.0,31.248,0.9258233062748525,1.976,1.696,1.595,1.702,1.369,-1.0019561605272282,0,-0.3810728744939271,1.223
-0.3221622140837002,-0.3423194711771559,84.601,15.399,45.827,21.614,0.7220234364779267,-0.23193411339684392,0.22292858018818576,-0.3845432842031893,0.0,0.012,31.424,0.8301571698755559,1.223,1.976,1.696,1.595,1.702,0.04523142207737884,0,0.3139820114472607,1.607
-0.31746885226681093,-0.3422436675118288,85.146,14.854,44.974,22.931,0.7497853719899922,-0.23283946314959117,0.2464935547736603,-0.37436239926387466,0.0,0.024,30.184,0.5982707740381306,1.607,1.223,1.976,1.696,1.595,0.391412126855628,0,0.10703173615432471,1.779
-0.31217736700235704,-0.3421457361067563,84.577,15.423,45.703,22.195,0.6960614412120893,-0.23274344120611795,0.2798108784563049,-0.3642696157833976,0.0,0.06,31.138,0.4568512680565616,1.779,1.607,1.223,1.976,1.696,-0.1368751958981893,0,0.11860595840359767,1.99
-0.3074543956649518,-0.3420148608942042,84.474,15.526,46.117,22.282,0.7738831434293788,-0.22698212459772638,0.2875106908618615,-0.36719654202700175,0.0,0.148,29.817,0.28943552935779254,1.99,1.779,1.607,1.223,1.976,0.08309207363261452,0,-0.012060301507537674,1.966
-0.3043296286975662,-0.34185327407583466,83.663,16.337,44.595,22.825,0.6678109504903331,-0.23382711742531545,0.2855565318783727,-0.35968997143234027,0.012,0.288,31.88,0.16569346162391976,1.966,1.99,1.779,1.607,1.223,-0.2543271407828363,0,0.21922685656154628,2.397
-0.30710142865632617,-0.34168306770788504,81.956,18.044,42.933,22.966,0.5633029913366997,-0.2379697784151589,0.1990168681001907,-0.3355648552873155,0.11,0.355,33.329,0.1573746671544157,2.397,1.966,1.99,1.779,1.607,-0.6891525230371413,0,0.3550271172298709,3.248
-0.30446484071448593,-0.3415116481006661,81.593,18.407,42.516,20.807,0.5226071994838785,-0.23611792664817588,0.24073077308990995,-0.30358701682818406,0.728,0.399,32.856,0.1698528588586718,3.248,2.397,1.966,1.99,1.779,-0.046170998340354465,0,0.19889162561576357,3.894
-0.3022420438503619,-0.3413862443593286,80.175,19.825,42.828,21.571,0.479425775862456,-0.2361590789096644,0.22227067926510088,-0.2695948092114328,2.516,0.462,32.641,0.0710671745333112,3.894,3.248,2.397,1.966,1.99,-0.5674180197318944,0,0.26091422701592193,4.91
-0.30286232689051684,-0.3413280168040697,78.653,21.347,41.276,21.411,0.347515869246003,-0.2398627824436304,0.21731138872873632,-0.24838519875053325,2.483,0.485,35.02,0.07626642107675136,4.91,3.894,3.248,2.397,1.966,-0.6320029227305584,0,0.09409368635437887,5.372
