country,year,iso_code,gdp,population,renewables_share_energy,fossil_share_energy,low_carbon_share_energy,coal_share_energy,oil_share_energy,carbon_intensity_elec,greenhouse_gas_emissions,electricity_demand_per_capita,renewables_elec_per_capita,solar_share_elec,wind_share_elec,nuclear_share_elec,energy_per_gdp,renewable_share_lag_1,renewable_share_lag_2,renewable_share_lag_3,renewable_share_lag_4,renewable_share_lag_5,renewable_ma_3,renewable_ma_5,renewable_trend_3,renewable_trend_5,fossil_cons_change_pct,paris_agreement,years_since_paris,policy_strength,renewable_tech_index,tech_growth_rate,energy_intensity,energy_per_capita,gdp_renewable_interaction,population_renewable_interaction,policy_economic_interaction,region,region_renewable_avg,renewable_growth
Algeria,2001,DZA,-0.31901371611271295,-0.2621837112110649,0.065,99.935,0.065,2.095,34.354,0.7358920212395196,-0.28247620356230113,-1.0385617204950481,-0.4597926106080357,0.0,0.0,0.0,-0.3620667730656579,0.053,0.193,0.206,0.074,0.129,0.10366666666666668,0.1182,-0.141,-0.064,0.12777400926144278,0,0,0,0.0,0.01976284584980248,310777616334.848,9960.50689730965,14522318520.32,2028063.96,0.0,DZ,0.065,0.2264150943396228
Algeria,2002,DZA,-0.31286459748763623,-0.2605127854630264,0.052,99.948,0.052,2.655,36.775,0.734740151185115,-0.2815978002320944,-1.0337349889605167,-0.4597926106080357,0.0,0.0,0.0,-0.44400416373121826,0.065,0.053,0.193,0.206,0.074,0.05666666666666667,0.11380000000000001,-0.14100000000000001,-0.022,0.13776582494874526,0,0,0,0.0,0.01976284584980248,321913525108.736,10179.18035929941,12758767763.456,1644484.4,0.0,DZ,0.052,-0.20000000000000007
Algeria,2003,DZA,-0.30495905291129644,-0.2588124175139976,0.228,99.772,0.228,2.092,36.559,0.7179754806554638,-0.2800977576220491,-1.0230195925558307,-0.4582115060435114,0.0,0.0,0.0,-0.5269787365571023,0.052,0.065,0.053,0.193,0.206,0.115,0.1182,0.17500000000000002,0.02200000000000002,0.062232494593096384,0,0,0,0.0,0.01976284584980248,337036570787.83997,10514.032051523023,62373651087.36,7308741.096,0.0,DZ,0.228,3.384615384615385
Algeria,2004,DZA,-0.29845559829925683,-0.25702087575209726,0.207,99.793,0.207,2.404,36.808,0.720007431200874,-0.27863825670416714,-1.01455272646027,-0.4583254278339726,0.0,0.0,0.0,-0.5819493910542504,0.228,0.052,0.065,0.053,0.193,0.16233333333333333,0.121,0.142,0.013999999999999985,0.1409771030939285,0,0,0,0.0,0.01976284584980248,349896054177.792,10762.65991536043,61432131649.535995,6729608.0879999995,0.0,DZ,0.207,-0.0921052631578948
Algeria,2005,DZA,-0.29002507699642155,-0.25526007754751295,0.434,99.566,0.434,1.886,36.643,0.6973712432777962,-0.27659765819861,-0.999311668847908,-0.45589031573810507,0.0,0.0,0.0,-0.6421059563530163,0.207,0.228,0.052,0.065,0.053,0.2896666666666667,0.1972,0.382,0.381,0.0417097608803266,0,0,0,0.0,0.01976284584980248,366403867344.896,11117.738685071105,141854842486.784,14303203.459999999,0.0,DZ,0.434,1.0966183574879227
Algeria,2006,DZA,-0.28474190892582246,-0.2533735367738447,0.163,99.837,0.163,2.705,36.877,0.7254518507089597,-0.27516518507550364,-0.9939142354755233,-0.45862579169955914,0.0,0.0,0.0,-0.6669983282007814,0.434,0.207,0.228,0.052,0.065,0.268,0.21680000000000002,-0.065,0.098,0.24128873967713774,0,0,0,0.0,0.01976284584980248,379238732038.144,11342.539313591154,56349966565.376,5449918.366,0.0,DZ,0.163,-0.6244239631336406
Algeria,2007,DZA,-0.27746632815602423,-0.25120952317053713,0.16,99.84,0.16,2.203,39.133,0.7258918909544625,-0.27347594790202917,-0.9854951825790788,-0.45865447509573226,0.0,0.0,0.0,-0.6898163357278996,0.163,0.434,0.207,0.228,0.052,0.25233333333333335,0.2384,-0.046999999999999986,0.10800000000000001,0.13377004535083503,0,0,0,0.0,0.01976284584980248,399540168294.39996,11756.77072754235,59466443653.12,5437413.76,0.0,DZ,0.16,-0.018404907975460127
Algeria,2008,DZA,-0.2707419387400825,-0.24889959203159503,0.188,99.812,0.188,2.079,40.116,0.7234026436833331,-0.2708947935009602,-0.9707243972539152,-0.45821448262235964,0.0,0.0,0.0,-0.6939650643691938,0.16,0.163,0.434,0.207,0.228,0.17033333333333336,0.2304,-0.246,-0.04000000000000001,0.12136765385682054,0,0,0,0.0,0.01976284584980248,423750282117.12,12257.89075315439,74383803023.36,6499083.296,0.0,DZ,0.188,0.17500000000000004
Algeria,2009,DZA,-0.26441105801841086,-0.24642919182719591,0.213,99.787,0.213,1.259,40.132,0.7199427194000647,-0.2724218639057811,-0.9858482142821428,-0.45809974903766715,0.0,0.0,0.0,-0.6918907000485467,0.188,0.16,0.163,0.434,0.207,0.18700000000000003,0.23159999999999997,0.04999999999999999,0.006000000000000005,0.12256507599472091,0,0,0,0.0,0.01976284584980248,448779787010.048,12750.860239107808,89086761074.688,7496756.52,0.0,DZ,0.213,0.1329787234042552
Algeria,2010,DZA,-0.2553143022238834,-0.24382526457678347,0.115,99.885,0.115,0.821,41.37,0.7305338841325133,-0.2660703321335171,-0.9464636743671688,-0.45912342156335517,0.0,0.0,0.0,-0.794571733920578,0.213,0.188,0.16,0.163,0.434,0.17200000000000001,0.1678,-0.045,-0.319,0.17179805183575234,0,0,0,0.0,0.01976284584980248,438987434426.368,12242.948847617386,51831165255.68,4123480.02,0.0,DZ,0.115,-0.460093896713615
